report_name,category,stock_name,title,firm_name,link,texts,article_published_at,created_at,latest_scraped_at,original_id
경제분석,,,반도체 주연만큼 화려한 조연,유진투자증권,https://finance.naver.com/research/economy_read.naver?nid=12569&page=1,"중국 공급 축소 요즘 주식시장에서 중국에 대한 관심은 낮다. 경기가 좋지 않기 때문이다. 지난 3Q 중국 실질 성장률은 4.8%yoy 를 기록했다. 올해 5% 성장 목표치 달성에는 이상이 없다. 하지만 중국 명목 성장률(3.7%yoy)를 감안하면, 중국 경제는 디플레다. 10 개 분기 연속 물가가 하락 중이다(도표 1). 물가가 하락하면 경제 활력이 떨어진다. 물가가 내일 하락한다고 확신하면, 오늘 소비를 늘릴 필요가 없다. 기업들도 투자를 하지 않는다. 공급과잉이었던 중국 경제의 투자 성장기여도는 올해 10 년래 최저(0.9%p)로 떨어졌다(도표 2). 중국의 수출 경쟁력은 세계적이다. 공급과잉에 따른 가격 경쟁력인 경우가 많다. 그러던 중국에서 지난 여름 이후 제조업 투자마저 감소했다(도표 3). 중국 공급 과잉이 축소될 계기가 생긴 것이다. 20251027_B_jaehwan.huh_1200.pdf",25.10.27,2025-10-27 21:57:59,2025-10-27 21:57:59,12569
경제분석,,,미국 CPI - 선반영한 인하를 재확인,유진투자증권,https://finance.naver.com/research/economy_read.naver?nid=12570&page=1,"선반영한 인하를 재확인 미국 9 월 CPI 는 +0.3%MoM / +3.0%YoY, Core CPI 는 +0.2%MoM / +3.0%YoY 상승해 두 지수 모두 시장 예상치를 하회했다. 헤드라인 인플레이션은 에너지(+1.5%mom) 물가 상승에 +0.3% 상승했지만 Core 인플레이션은 오히려 더 낮은 상승률을 보였다. 9 월 Core 인플레 둔화를 견인한 핵심은 주거비이다. 특히 자가주거임대료가 +0.1% 상승에 그쳤는데, 이는 2020 년 11 월 이후 최저치이다. 그 외 비주거서비스(+0.2% → +0.3%)나 Core 상품(+0.3% → +0.2%) 부문은 훌륭하다 말하긴 어려워도 양호한 모습을 보였다. 다만 상품 물가의 경우 차량 제외 부문은 상승세가 다시 가팔라져, 관세 발 인플레 압력이 계속되고 있음을 보여주었다. 이번 물가지표가 발표되기 전부터 시장은 이미 연내 2 회 추가 인하를 대부분 반영한 상태였기 때문에, 이번 데이터는 인하 가능성을 재확인했다는 것 외에는 큰 의미는 없다고 판단한다. 관세 영향이 데이터 상으로 여전히 드러나고 있지만 그 정도가 크지 않다. 반면 이번 인플레 둔화를 견인했던 주거비의 경우, 집계 방식의 변화가 있긴 하지만 노동통계국에서 발표하는 신규 임차료 상승률이 2분기 들어 급락했기 때문에 향후 2~3 분기 동안 주거 부문의 디플레이션이 인플레를 더 안정시킬 수 있다. 20251027_B_jhoonlee_179.pdf",25.10.27,2025-10-27 21:57:59,2025-10-27 21:57:59,12570
산업분석,석유화학,,기름뿜뿜 Weekly: SK가스 CEO 간담회 참석 후..,iM증권,https://finance.naver.com/research/industry_read.naver?nid=42096&page=1,"화학: SK가스 CEO 간담회 참석 후기 (10/23) - [화학] 주요 제품가격: 납사▼ -6.6%, 올레핀▼(에틸렌 -4.0%, 프로필렌 -2.7%, BD -5.3%) BTX▼ (BZ -2.9%, TL -3.8%), 폴리머↔ (PE -0.8%, PP -1.2%, PS -%, ABS -%, PVC -%) 합섬원료▼ (AN -%, EG -2.0%), 기타 (VAM +5.9%, ECH -1.7%, Soda -1.3%, SBR -1.7% 등) - SK가스 CEO 간담회 참석 후기(10/23): CEO 및 전략기획 부문 임원들과 직접 소통하며 중장기 사업 전략과 방향성, 그 속에서 파생되는 여러 고민들까지 공유할 수 있는 기회였음 - 동사는 24년 말 GPS 상업가동을 시작으로 과거 상대적으로 단순했던 LPG 트레이딩에서 LNG 발전소로 사업 확대. 이는 단순히 사업영역의 확대를 넘어, 글로벌리 흔치 않게 LPG/LNG 모두 다루며 트레이딩 이익을 창출할 수 있는 인프라가 된다는 점에서 더욱 의미가 있음. 울산GPS에 이어 연말 SKMU 발전소 등 동사가 LNG 공급할 발전소 추가 확보될수록 트레이딩 물량이 늘고, 이는 트레이딩 이익 창출 기회가 많아진다는 뜻이기도 함. 이에 동사는 LNG/LPG 혼소 가능한 발전소 추가 확보도 고민 중인 것으로 파악. 다만, 건설비 상승과 초기 대규모 자금지출 부담인 만큼 직접적인 건설보다는 지분 or 합작투자 형태가 더 현실적인 방안으로 고려될 것으로 예상 - 이번 간담회에서 LNG 벙커링 신사업 강조 인상적이었음. IMO 규제 이후 선박업계에서 차세대 연료로 암모니아/메탄올 등이 논의됐으나, 사실상 LNG로 수렴 완료. 향후 LNG 벙커링 수요가 확대될 수밖에 없는 만큼 동사는 해당 사업에 진출하고자 ‘EMFS’ 벙커링 자회사 설립, 25년 1월 LNG 벙커링 선박(18,000cbm) 용선 계약 체결 완료. 27년 말 선박 인도 후 벙커링 사업 개시할 예정. 특히 부산과 인접한 울산에 KET, 벙커링 전용 부두 등 인프라를 확보하고 있다는 점에서 LNG 벙커링 사업 진출 훨씬 용이. 매년 LNG 관련해 변화된 모습 보여줄 것으로 기대되는 회사 [24155727]_251860.pdf",25.10.27,2025-10-27 21:58:00,2025-10-27 21:58:00,42096
종목분석,,나이벡,"기술이전이 만든 턴어라운드, 이제는 신약가..",한국IR협의회,https://finance.naver.com/research/company_read.naver?nid=87051&page=1,"■ NP-201 글로벌 기술이전으로 수익구조 전환 가시화: 2025년 5월 미국 폐질환 전문기업 NewCo에 총 4.35억 달러 규모의 기술이전 계약 체결로 인한 계약금 109억 원 반영으로 단기 실적 개선 ■ 비만 치료제 ‘Regenotide’의 신약 가치: 근육량 보존형 체중감량 기전을 확보함과 동시에 경구제로 개발 예정, 차별화된 경쟁력 보유 ■ 실적 턴어라운드와 밸류에이션 리레이팅 구간 진입: 2025년 매출액 342억 원(+39.3% YoY), 영업이익 53억 원(흑자전환) 전망되며, 기술이전 성과와 차기 파이프라인들로 인한 기술가치 중심 재평가 기대 ★251027_나이벡_FN1.pdf",25.10.27,2025-10-27 21:58:01,2025-10-27 21:58:01,87051
투자정보,,,Weekly Guide Book(2025/10/24): 빅이벤트를 기다리며,신한투자증권,https://finance.naver.com/research/invest_read.naver?nid=36711&page=1,"빅이벤트를 기다리며 잠재된 불안 요인들과 누적된 가격 부담 사이에서 개별 자산 간 변동성 장세 반복되나 박스권 안에서 되돌림 수준. 주식시장 강세 기조 연장은 미·중 정상회담 확정 이벤트와 지역은행 부실 위험 제어, 실적시즌 견조한 이익 확대 때문. 셧다운 장기화로 3% 레벨까지 하락했던 美 10년물 국채금리는 4%대로 복귀하며 베어 플랫. 백악관의 러시아 석유기업 제재로 WTI 5% 이상 급등해 인플레 우려 부각이 금리 상방 압력으로 작용. 금 12년래 최대 낙폭 기록. 누적된 기술적 부담을 배경으로 달러 강세·지정학 완화·시장금리 하락 국면에서 과매수 상태로 진행된 파생상품 포지션 변화로 판단 세 가지 이슈 점검 필요. 첫째, APEC 회담에서 미·중 정상회담 성사와 미·러 정상회담 백지화는 상반된 결과이나, 미·중 회담 결과는 러-우 휴전에 직접적 영향 행사. 지정학 위험 완화와 유가 하락은 인플레이션 통제에서 주식·채권 모두에 중대 모멘텀으로 작용. 둘째, 中 정책시즌 진입과 GDP 둔화세 확인. 3Q GDP 4.8%로 전기대비 0.4%p 둔화. 생산 제외한 투자·수출·소비 공히 부진. 대외 불안 속 확장적 정책 기조 공감대 형성. 4중전회 개최로 본격 정책시즌 진입, 시진핑 주석 연임·15차 5개년 규획·재정 확장 기조 확인에서 중대한 회의로 평가. 구체적 숫자 부재하나 AI-내수-안보가 강조됨. 셋째, 차주 FOMC와 CPI 발표 예정. CPI 예상치 2.9%로 불안요인 잔존하나 금리 인하 기조에는 큰 영향 없을 전망. APEC 빅딜, 빅테크 호실적 가능성 높아 과도한 비관론에 경계 필요 신한투자증권 리서치 탐색기",25.10.27,2025-10-27 21:58:03,2025-10-27 21:58:03,36711
시황정보,,,10/24 KB 리서치 장마감코멘트,KB증권,https://finance.naver.com/research/market_info_read.naver?nid=33833&page=1,"장마감코멘트 - KOSPI 3,941pt (+2.50%), KOSDAQ 883pt (+1.27%) - 미중 협상 기대 반영, 반도체주 강세 흐름 재개된 가운데 KOSPI 3,940pt 돌파 마감 - 백악관이 트럼프 대통령과 시진핑 주석 회담 일정을 오는 30일로 공식 발표. 미중 무역 긴장감 해소 기대감에 미 증시 반등 - 인텔 호실적 발표에 국내 반도체주로 온기 확산, 랠리를 재개했으며 SK하이닉스는 50만원을 돌파하며 신고가 경신. 외국인은 전기전자 업종 7천억원 넘게 순매수 - 또한, 테슬라 부진한 실적 여파로 전일 차익매물 출회됐던 2차전지주는 미 정규장에서 테슬라가 반등에 성공하며 매수세 재유입, KOSDAQ 강세 견인 - 한편, 미 행정부가 러시아 대형 석유기업에 제재를 가하면서 국제유가가 급등한 영향에 SK이노베이션 (+8.27%), S-Oil (+2.46%) 등 정유주 동반 강세 - 미중 무역갈등 완화 기대감 속 대형주 중심 강세 이어지며 KOSPI 주간 +5.14% 및 3주 연속 상승세 지속, KOSDAQ도 +2.74%로 견조한 흐름 - 다음 주 경주에서 열리는 APEC 정상회담 (10/31~11/1)으로 관심 집중 전망 - 30일 미중 정상회담에 앞서 29일에는 트럼프-이재명 대통령 회담도 예정. KOSPI 4,000pt 눈앞에 둔 가운데 한미 관세 불확실성이 돌발 변수로 작용할 가능성. 다음주에는 FOMC, ECB, BOJ 등 글로벌 통화정책 이벤트도 대기하고 있어 주목할 필요 20251024152301270K.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33833
시황정보,,,"대형주 초강세에 3,950p 근접",신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33834&page=1,"APEC 불확실성 해소에 Risk-on 금일 KOSPI, KOSDAQ은 각각 2.5%, 1.3% 상승했습니다. 간밤 미국의 러시아 원유기업 제재에 유가가 튀었고(WTI가 +5.6%), Tesla(+2.3%) 실적 미스도 악재였습니다. 분위기를 반전시킨 것은 APEC이었습니다. 한미(10/29)·미중(10/30)·한중(11/1) 간 릴레이 정상회담 일정 확정에 시장의 위험자산 선호심리가 회복됐습니다. 반도체(삼성전자 +2.4%, SK하이닉스 +6.6%), 2차전지(삼성SDI +13.6%, LGES +9.9%), 원전 종목이 KOSPI의 지수기여도 상위 10위 모두 차지했습니다. 최근 배터리 강세도 ESS 호조에 기인한 점에서 투심 개선이 AI 자신감 회복으로 이어진 것으로 보입니다. 신한투자증권 리서치 탐색기",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33834
시황정보,,,[Market Nowcast] 이벤트가 너무 많네요,SK증권,https://finance.naver.com/research/market_info_read.naver?nid=33835&page=1,"[Week Ahead] - 지난 주 글로벌 증시 일제히 강세 나타낸 가운데 국내 증시의 아웃퍼폼 지속. 코스피지수 중심의 파죽지세 지속되며 어느새 4000pt를 목전에 둔 상황. 미국과 중국이 말레이시아에서 무역회담을 하며 갈등 노이즈 점차 해소되는 분위기 조성 속 양호한 실적시즌, 셧다운 영향으로 뒤늦게 발표되었던 미국 9월 CPI가 시장 컨센서스를 하회하며 인플레이션 우려 감소(MoM 기준 헤드라인과 코어 각각 +0.3%, 0.2% / 예상치는 0.4%, 0.3%이었음)한 점도 시장에 긍정적인 영향을 미침. 한미정상회담과 APEC 앞두고 무역 협상 관련 긍정적인 뉴스플로우 유입도 국내 증시 센티먼트 추가 개선에 일조 - 코스피종합지수 금요일 종가 3941.59pt 마감하며 신고가 랠리 지속 중인데, 기술적 지표나 가격만으로 지수 업사이드를 쉽게 제한하기 힘든 상황. 여전히 상방은 계속 열어놓되 기존 주도 업종들은 최소 뉴트럴 이상 포지션 가져가며 압축적으로 대응하는 것이 유리하다는 판단. 코스피와 코스닥 20일 ADR이 79.4%, 72.3% 정도에 머무는 등 여전히 쏠림은 심하기 때문에 순환매 발생 시 기존 크게 올랐던 종목들의 단기 가격 조정은 과격하게 발생할 수 있겠지만 단기간 내에 쏠림 해소될 만한 이벤트 발생할지에는 의문 - 이번 주는 일정이 많은 한 주로 시장 센티먼트를 훼손할 상황이 나오게 될 가능성은 크지 않겠으나 시장 민감도는 높을 것으로 예상 1) 한미 정상회담(수), 미중 정상회담(목), APEC 정상회의(금~토)가 이번 주 메인 이벤트. 이와 함께 나타날 수 있는 무역 협상 관련 내용들에 시장 민감도 높을 것으로 예상하며 트럼프의 발언을 통해 김정은 북한 국무위원장과의 만남 가능성도 제기되고 있음 2) 10월 FOMC(한국 시간 목요일 3시 회의 결과 발표 예정)도 이번주에 있는데 지난 주 9월 CPI가 시장 예상치 하회하며 변수가 제거된 만큼 기준금리 25bp 인하는 확정적(선물시장 기준 98% 가까이 반영 중, 12월 25bp 인하 확률도 90% 상회). 기준금리 관련 내용보다는 최근 파월이 언급했던 QT 종료 관련 일정이 제공될 수 있을지가 중요할 듯. 이 밖에 유로존, 일본, 캐나다도 통화정책회의 및 기준금리 결정 일정 잡혀있어 통화정책 측면에서는 빅 위크(캐나다는 기준금리 25bp 인하, 나머지는 동결이 컨센서스) 3) 3분기 실적시즌 Climax: 미국 실적시즌은 이번주와 다음주를 거친 이후에 마무리 수순 들어갈 것. 금주 Magnificent 7 종목들 중 엔비디아와 테슬라를 제외한 5개 종목들 실적발표 예정되어 있으며 다른 라지캡 기업들도 다수 일정이 있음. 국내 증시도 삼성전자와 SK하이닉스 중심으로 대형주들 실적 일정 다수 산재(한국/미국 주요기업 이번주 실적발표 일정은 10~15p 참고) 4) 엔비디아 GTC가 워싱턴DC에서 열릴 예정(월요일~수요일)이며 젠슨 황 CEO 기조연설은 한국 시간으로 수요일 새벽 1시로 예고됨. 결국 M7 기업들 중 테슬라(다음주에 주주총회 예정)를 제외한 6개 기업이 시장과 직접 소통하는 금주가 중요할 수밖에 없음 20251027070535490_0_ko.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33835
시황정보,,,10/27 KB 리서치 모닝코멘트,KB증권,https://finance.naver.com/research/market_info_read.naver?nid=33836&page=1,"국내 및 글로벌 증시 동향 [미국 증시 동향] - 9월 CPI가 예상을 하회하며 금리인하 기대감 상승한 영향에 3대 지수 모두 사상 최고치 및 기술주 중심 강세 - CPI 전월대비 0.3%, 근원 CPI 0.2% 상승해 시장 예상치 0.4%, 0.3%를 하회했으며 8월 대비로도 둔화 - 10월 S&P 글로벌 제조업 PMI 52.2, 서비스업 PMI 55.2로 각 예상치 51.8, 54.0 상회하며 경기 호조 반영 - 12월까지 50bp 인하 확률이 94.8%까지 상승. 테슬라 제외 대형 기술주 대부분 상승, 은행주도 주가 강세 [FICC 시장 동향] - 미국 10년물 국채수익률 4.00% (+0.0bp), CPI 예상치 하회 vs. 제조업 및 서비스업 지표 호조에 혼조세 - 달러 인덱스 98.95 (+0.02%), 예상 하회한 CPI 결과에도 금리인하 기대 선반영 인식에 보합권 등락 - 유가 61.50달러/배럴 (-0.47%), 미국의 대러시아 제재에 따른 단기 급등 부담 속 숨고르기 진행 [중국 및 유럽 증시 동향] - 중국 증시, 당국이 4중전회에서 기술 자립을 강조함에 따라 기술주 강세, 상해 지수 2015년 8월 이후 최고치 - 유럽 증시, 미중 긴장 완화, 미 물가 진정세에 안도하며 프랑스 제외 주요국 증시 대체로 상승 [주간 증시 캘린더] * 한국시간 기준, (실): 실적발표, (휴): 휴장, 미: 미국, 유: 유럽, 중: 중국, 한: 한국 > 27 (월): (실) 한화오션, POSCO홀딩스, > 28 (화): 한 3Q GDP (속보), > 29 (수): (휴) 홍콩, (실) SK하이닉스 > 30 (목): FOMC (29~), ECB, BOJ, 미 3Q GDP (속보), (실) 삼성전자 (확정), 마이크로소프트, 알파벳, 메타 > 31 (금): APEC 정상회의 (~11/1), 미 9월 PCE, 중 10월 국가통계국 PMI, (실) LG전자 (확정), 애플, 아마존 20251027071449200K.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33836
시황정보,,,SK증권 Global Carbon Market Daily_251027,SK증권,https://finance.naver.com/research/market_info_read.naver?nid=33837&page=1,배출권/에너지 관련 뉴스 [뉴욕유가] 러시아發 공급 우려 속 숨 고르기…WTI 0.47%↓ https://www.yna.co.kr/view/AKR20251025004100009?section=search 온실가스 감축목표 매년 ‘보고서’ 작성된다···미달시 정부 보완계획 마련 https://www.viva100.com/article/20251026500678 이 와중에…'전기차 전환' 급발진하는 정부 https://www.hankyung.com/article/2025102628011 20251027074117835_0_ko.pdf,25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33837
시황정보,,,CPI 호조 속 미 증시 급등마감,iM증권,https://finance.naver.com/research/market_info_read.naver?nid=33838&page=1,"국내 증시 Comment 반도체 중심 강세로 사상최고치 행진 지속: 미중 무역긴장 완화 기대감에 상승 출발한 국내증시는 인텔의 호실적과 반도체 업황 개선 전망에 삼성전자와 SK하이닉스가 나란히 신고가 경신하며 지수를 견인. 외국인/기관의 2조원 넘는 양매수세에 이차전지/원전 업종 등으로 훈풍 이어지며 사상 첫 3,940선 마감 2차전지 업종 강세: LG에너지솔루션(+9.94%)이 스텔란티스와 캐나다에서 ESS 배터리 생산을 검토한다는 소식과 미국 조지아주 주지사가 방한하여 배터리 협력 및 투자 활성화 논의를 진행한다는 소식에 ESS발 모멘텀 강화되며 삼성SDI(+13.57%), 엘앤에프(+17.61%) 등 이차전지 업종 강세 마감 [27072613]_251862.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33838
시황정보,,,SK증권 아침에 슥_2025.10.27,SK증권,https://finance.naver.com/research/market_info_read.naver?nid=33839&page=1,"미국 - 기술주 실적 호조에 사상 최고치 ㆍ AMD, IBM 등 주요 기술 기업들의 견조한 실적 발표와 AI 모멘텀이 지속되며 3대 지수 모두 랠리 20251027073303638_0_ko.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33839
시황정보,,,Global Daily (10월 27일)－9월 CPI 컨센서스 하회에 ..,신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33840&page=1,"주요 뉴스 - Summary: 9월 CPI 컨센서스 하회에 달리기 시작한 시장, S&P 500 +0.8% - 9월 CPI: 헤드라인 전월대비 +0.3%, 근원 CPI는 +0.2%. 대체로 전월대비 둔화했고 시장 컨센서스도 하회 - 경기도 나쁘지 않다: 10월 S&P글로벌 서비스 PMI 55.2, 제조업 PMI 52.2로 컨센서스 상회/확장 유지 - 미국발 위험선호: 주가 CPI 발표 이후 달리기 시작, 달러는 금리 인하 기대에도 유럽 정국 혼란 우려 속 보합 - 업종/스타일: IT, 유틸리티, 금융, 중소형주 등 하이베타/AI 관련 업종 주도. 에너지, 소재, 필수소비재 하락 - AI 전반 강세: 알파벳(+2.7%) 앤트로픽 TPU 칩 공급에 강세. 마이크론(+6%) 샌디스크(+11%)도 급등 - 양자컴 강세: IBM, AMD 칩을 활용해 양자컴퓨팅에서 특정 알고리즘 수행 가능 논문 발표 예정, 양자주 화색 신한투자증권 리서치 탐색기",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33840
시황정보,,,주간 증시 브리핑,유진투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33841&page=1,"Executive Summary - [증시요약] KOSPI는 韓美 협상 타결 기대와 반도체 실적 개선 기대 속에 최고치 경신을 이어감(3,942pt, 주간 +193p, +5.1%). KOSPI는 9월초 3,200선을 돌파한 이후 2개월이 안되어 +757p 급등함. KOSDAQ도 상승(883p, 주간 +1.3%). 원달러 환율은 엔화 약세, 對美 투자로 인한 자본 유출 우려에 주중 1,440원을 상회함. 20251027_B_jaehwan.huh_1201.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33841
시황정보,,,Daily 신한생각 (10월 27일),신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33842&page=1,"Top down Weekly Guide Book 자산배분: 빅이벤트를 기다리며 Key Chart: 대러 제재에 국제유가 발작 경제/금융시장: 예상된 중국 경기 둔화, 한국 금리 동결 경제_외환시장: 달러 강보합에도 원화 약세 부각 속 1,430원대 주식_해외: 믿을 건 실적 주식_국내: 수출과 대형주의 시간 주도주&테마: ESS 모멘텀 + 숏스퀴즈에 2차전지 급등 채권_글로벌: 10월 FOMC 회의 대기 채권_KTB: 한국 금통위 소화하며 베어 플랫 채권_Credit: 확보된 캐리 투자 여건 대안자산_CM&REITs: 금 차익 실현, 유가 공급 경계 재부상 Chartbook & Portfolio Bottom up 기업 분석 메리츠금융지주 (138040/매수) 실적보단 차기 주주환원 정책이 주요 변수 카카오페이 (377300/중립) 펀더멘털 개선에도 수급 부담 및 밸류에이션 한계 지속 보로노이 (310210/Not Rated) 기대가 현실로 시프트업 (462870/매수) 중국 성과에도 아쉬운 신작 공백 펄어비스 (263750/매수) 신작 출시일 확정, 완만한 주가 상승 예상 현대코퍼레이션 (011760/매수) 어려운 환경 속 몸집 키우기 이노스페이스 (462350/Not Rated) 우주로 향하는 첫걸음 해외기업 분석 인텔 (INTC.US) 경쟁력 회복, 전략 변화가 주가 정당화 신한투자증권 리서치 탐색기",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33842
시황정보,,,미디어 업종에도 곧 기회가,대신증권,https://finance.naver.com/research/market_info_read.naver?nid=33843&page=1,"미디어 업종 주간 동향 - 이번 주도 지수의 급등 속에 미디어 주가는 부진. 그래도 실적에 대한 긍정적인 전망들이 지속되면서 하락 보다는 지수 대비 상대적 약세 수준으로 방어 - APEC에서 한중 회담을 통해 한한령 해제에 대한 보다 구체적인 윤곽이 드러나면 당장 주가는 큰 폭의 상승이 가능할 것으로 전망 - 한한령 해제 관련한 분위기 변화가 없더라도 11월초 개선된 실적을 확인하면 주가의 반등은 충분히 가능할 것으로 전망 - 드래곤, 콘중, ENM 등 제작 물량 증가에 따른 실적 개선이 가시화되는 컨텐츠 위주로 선제적 비중 확대 필요 - 연말로 갈수록 기말 배당만 실시하고 배당수익률이 높은 기업에 대한 선호도도 증가할 것으로 전망. 제일기획 6% 수준, 스카이라이프 7% 수준 전망 55443_251024_Media.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33843
시황정보,,,운송업 Weekly,대신증권,https://finance.naver.com/research/market_info_read.naver?nid=33844&page=1,"2025.10.20(월) - 2025.10.24(금) - 지난주 당사 유니버스 운송업의 수익률은 전주대비 -3.1%를 기록, KOSPI 주간 수익률 5.1%를 하회, KOSDAQ 주간 수익률 2.7%를 하회 - 지난 한 주간 운송 업종에 대한 수급은 기관 -56.7억원 순매도, 외국인 -2.5억원 순매도, 연기금 -49.7억원 순매도 - 당사 커버리지 중 주간 수익률 상위 기업은 팬오션 3.8%, CJ대한통운 2.0%, 현대글로비스 1.9%의 순서 - 추석 연휴 이후 BDI 반등과 주가 하락에 따른 저평가 매력이 부각되면서 팬오션의 주가가 반등에 나선 것으로 추정 - 현대글로비스는 한미간의 관세 협상 체결 기대감에 반등했지만, 협상 종료에 대한 불확실성이 부각되면서 재차 하락세를 시현 - 대한항공은 2025년 3분기 별도 영업이익이 3,763억원으로 시장컨센서스를 크게 하회하는 쇼크를 기록하였지만, 기관 및 외국인 매출 출회에도 불구하고 저가 매수세 유입으로 전주대비 보합권에서 마감 - HMM은 ① 10월 22일 자사주 매입 및 소각 완료로 총 유통주식수가 943.2백만주로 감소하며 시가총액이 축소된 효과와 ② SCFI의 반등으로 인해 22일 주가가 반등했지만, 목~금 이틀간에 걸쳐 상승폭을 반납하고 마감 - 10월 추석 연휴로 인해 9월 인천공항 DATA가 뒤늦게 발표되었는데, 국제선운항은 -0.5%(yoy), 국제선여객수송은 +0.4%(yoy), 항공화물수송은 +3.6%(yoy)로 나타남. 국제여객 수요의 증가세가 현격히 둔화된 모습 - 항공사별로(증감은 yoy) 대한항공의 운항은 +2.1%, 국제여객수송은 +6.6%, 항공화물수송은 +1.3%이며, 아시아나항공의 운항은 -9.8%, 여객수송은 -0.9%, 항공화물수송은 -80.2%로 집계 - 주요 지역별로 [일본]은 운항 +1.7%, 여객 +2%, 화물 +13.6%, [중국] 운항 +5.7%, 여객 +17.4%, 항공화물 +8.2%, [동남아] 운항 -11.1%, 국제여객 -8.8%, 항공화물 +10.1%, [미주] 운항 +8.4%, 여객 +0.2%, 화물 -2.7%, [유럽] 운항 +4.8%, 여객 +8.1%, 항공화물 -2.9%를 기록 - BDI는 10월 24일 기준 2,092pt로 전주대비 1.1% 상승, SCFI는 10월 24일 기준 1,403pt로 전주대비 +7.1% 상승 - 주요 운송업체 실적 발표일: 현대글로비스(10/30, 오전 11시, 컨콜), 팬오션(11/3, 오후 3시, 컨콜), CJ대한통운(11/7일 오전 10시, 컨콜), HMM(11/14일 경, 컨콜로 예상) 55445_Trans_Weekly_20251024.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33844
시황정보,,,Tech Weekly,대신증권,https://finance.naver.com/research/market_info_read.naver?nid=33845&page=1,"상승은 끝나지 않았다 10/20~24 주간에 미국 나스닥과 S&P은 각각 2.3%, 1.9%씩 상승하였다. 미국과 중국간 정상의 만남 기대, 관세 마찰의 완화 전망으로 지수 강세가 지속되었다. 주요 IT 기업의 실적 발표도 컨센서스를 상회한 점도 긍정적으로 반영되었다. SK하이닉스의 2026년 영업이익이 최대 80조원으로 예상되면서 역사적 신고가 경신 속에 목표주가 상향이 이루어졌다. 삼성전자의 주가도 역사적 고점을 경신하면서 반도체 중심의 쏠림이 강화되었다. 삼성전기는 삼성전자 파운드리 부문의 턴어라운드, 2026년 실적 개선 기대감이 반영되면서 주가가 최고점을 경신하였다. LG전자도 인도업인의 성공적인 IPO, 관세 우려에서 벗어난 3Q 실적으로 주가는 반등하였다. 지난주에 상대적으로 LG그룹주에 관심이 확대되었다. 2026년 실적 개선 기대감과 밸류에이션 저평가로 주가 반등을 모색한 시점으로 평가된다. LG이노텍은 애플의 아이폰17 초기 판매 분위기가 양호, 원달러 환율의 상승으로 2025년 3Q&4Q 실적이 컨센서스 상회를 추정한다. LG디스플레이도 내부적인 원가 혁신과 OLED 매출 중심의 전환이 2025년 4년만에 영업이익 흑자전환을 예상한다. 한국 반도체 주가의 Rally가 지속되고 있다. 공급업계의 가격 협상력 상승 속, 2025-2026년 영업이익 컨센서스가 상향되고 있으며, 고객 단에서 부는 수요의 FOMO (Fear Of Missing Out)로 반도체 수급 불균형 (초과수요)이 심화되고 있다. 이에, 삼성전자의 주가는 어느덧 10만원에 근접했고, SK하이닉스의 주가는 50만원을 넘어 새로운 역사를 쓰고 있다. 국내 반도체 소부장에서는 전공정 장비 기업들의 약진이 두드러졌다 (1주 전 대비 주가 변동률: 원익 IPS +13.9%, 유진테크 +13.2%, 피에스케이 +16.3%, 브이엠 +10.1%). 반도체 공급 부족이 이어지고 있고, AI 생태계의 확산으로 중장기 Capa 확대의 가시성이 높아지고 있다. 이에, 전공정 장비 수요 성장이 장기화될 수 있다는 기대감이 주가에 긍정적인 영향을 미친 것으로 판단된다. 55451_Daishin_IT_Weekly_251027.pdf",25.10.27,2025-10-27 21:58:04,2025-10-27 21:58:04,33845
