report_name,category,stock_name,title,firm_name,link,texts,article_published_at,created_at,latest_scraped_at,original_id
채권분석,,,Daily Bond Morning Brief(2025.10.27),다올투자증권,https://finance.naver.com/research/debenture_read.naver?nid=9986&page=1,"전일 국내 채권 시장 요약 - 금리방향: 하락(3Y), 하락(10Y) - 일드커브: 스티프닝 - 스프레드(bp): 국5/3 13.0 (1.0) 국10/3: 33.0 (1.8) 국10/5: 20.0 (0.8) 국30/10: -10.0 (0.5) 20251027_B_jeongin_225.pdf",25.10.27,2025-10-27 20:52:49,2025-10-27 20:52:49,9986
시황정보,,,"트럼프 트레이드, 미 증시 상승 마감",iM증권,https://finance.naver.com/research/market_info_read.naver?nid=33822&page=1,"국내 증시 Comment 변동성 확대: 코스피 변동성 확대. 장초반 1%대 하락으로 시작했다가 상승전환하며 3,900pt를 달성한 후 차익매물 출회에 급락 마감. 외인이 코스피 대형주 중심 순매도를 이어가면서 반도체 업종 약세. LS일렉트릭(+14.87%) 비롯한 전력기기와 방산업종 제외하면 대부분 업종에서 약세를 보였음. 기관 수급에서 변동성이 커졌는데, 연기금의 경우 현물 순매수세로 전환했다가 재차 순매도 전환. 원/달러 환율이 장중 1,440원을 돌파하면서 외인 증시이탈 우려 심화. 코스피 상승종목 260 / 하락종목 609로 하락 우세 10월 금통위: 10월 금융통화위원회 2.50%로 3번 연속 동결 결정. 부동산가격 추이를 살필 필요. 금융안정 기조를 강조하면서 11월 인하 불확실성은 유지. 기자간담회를 거치며 국고채금리 큰 폭 상승 [24074207]_251809.pdf",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33822
시황정보,,,SK증권 아침에 슥_2025.10.24,SK증권,https://finance.naver.com/research/market_info_read.naver?nid=33823&page=1,미국 - 미 · 중 회담 공식 발표에 상승 마감 ㆍ 트럼프 · 시진핑 간 회담 예정 발표로 상승세. 미 정부의 양자 컴퓨팅 기업 지분 투자 논의에 관련주 강세 20251024074347110_0_ko.pdf,25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33823
시황정보,,,Daily 신한생각(10월 24일),신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33824&page=1,"Top down 국내시황 Weekly 신한 Market Review & Insight: 긴 터널의 끝을 지나는 2차전지 금통위 코멘트 10월 금통위: 낮아진 연내 인하 가능성 Bottom up 산업 분석 통신서비스 (비중확대) 3Q25 Preview: 연말까지 밋밋한 주가 예상 기업 분석 HD현대일렉트릭 (267260/매수) 3Q25 Re 실적과 수주 서프, 호황 종료 시점 예측 불가 삼성중공업 (010140/매수) 3Q25 Re 경쟁사를 따라가는 이익률 해외기업 분석 테슬라 (TSLA.US) 11월 주총으로 쏠리는 이목 램리서치 (LRCX.US) 단기 우려보다 내년 성장에 주목 버티브 (VRT.US) 꺾이지 않는 성장 모멘텀 신한투자증권 리서치 탐색기",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33824
시황정보,,,"Global Daily (10월 24일) - QT 종료 기대, 미-중 대..",신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33825&page=1,"주요 뉴스 - Summary: QT 종료 기대, 미-중 대화 확장, 실적 3박자가 갖춰진 강한 반등. S&P 500 +0.6% - 유가 급등에도 불구: 미국, 러시아 대형 석유기업 제재 단행해 WTI 5.6% 상승. 개장 직전까지 분위기 부정적 - 미-중 회담 확정: 28일 미-일, 29일 한-미, 30일 미-중 정상회담 확정. 불확실성 해소와 함께 주가 탄력 - 일부 실적 미스 있지만: 테슬라 영익 -40% 급감에도 2% 반등. IBM 소프트웨어 부진에 4% 하락하다 보합 - 나머지는 선방: 아메리칸항공 3Q 선방/4Q 전망 상향 +5%, 인텔 시간외 +7%, 전일 약했던 GEV/버티브 반등 - 시장 강한 반등: 각종 이슈들을 소화하며 장중 내내 매수세 유입, 실적주/테마주 고루 강한 반등세 연출 신한투자증권 리서치 탐색기",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33825
시황정보,,,Daily Morning Brief(2025.10.24),다올투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33826&page=1,"[전일 해외시장 요약] ▶ 미국증시: Dow (+0.31%), S&P500 (+0.58%), Nasdaq (+0.89%) - 미국증시, 백악관의 미중 정상회담 개최 확정 발표에 무역갈등 우려가 완화되며 기술주 중심으로 강세 마감 - 백악관, 트럼프 미국 대통령이 오는 30일(현지시간) 시진핑 중국 국가주석과 한국에서 정상회담을 가질 예정이라고 밝힘 - 백악관, 트럼프-푸틴 회담에 대해서도 완전히 배제하진 않고 있다고 설명 20251024_B_jeehyun_94.pdf",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33826
시황정보,,,Japan Weekly(10월 4주차),신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33827&page=1,"Top Picks ◆ 미쓰비시중공업(7011.JP): 현재주가 4,452.0엔 - 일본 방위비 지출 증가 지속.가스터빈, 항공기 부품, 원전, 해외 무기 수출 확대 호주 호위함 최종 후보로 선정되면서 연말 계약 체결 . 가스터빈 수요 견조 ◆ 후지쿠라(5803.JP): 현재주가 17,245.0엔 - 2년 주가 강세에도 글로벌 데이터 투자 증가와 AI 강세 지속. 1HFY25 실적 기대감 ◆ 닌텐도(2466.JP): 현재주가 13,050.0엔 - 스위치2 출시 모멘텀으로 주가 급등 후 조정. 호실적과 신규 게임 판매 기대 신한투자증권 리서치 탐색기",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33827
시황정보,,,Global 에너지 Weekly (10월 4주차) - Vertiv 성장 지..,신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33828&page=1,"Top Picks ◆ 전력화ETF(ZAP.US): 현재 주가 30.27달러 - 1) 미국 데이터센터 투자로 전력가격 변동성 확대에 수혜보는 기업으로 구성, 2) 전력망 부족으로 발전소 설치 지연되고있어 전력망 투자 확대도 필요, 3) 가스 발전 및 미드스트림 기업 포함돼 트럼프 2기에서 주목할 가스 업종도 포함 ◆ 가스 인프라ETF(MLPX.US): 현재 주가 59.00달러 - 1) 미국 데이터센터 전력수요 급증하는 반면 전력공급 부족. 천연가스 발전소 재가동 필요, 2) 미국 천연가스 수요 2030년까지 +20~30% 증가 전망, 3) 트럼프 2기 가스 규제 완화 신한투자증권 리서치 탐색기",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33828
시황정보,,,[DS 시황 데일리] 현시점 2025-10-24,DS투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33829&page=1,"지수 종합 [한국] 전일 코스피와 코스닥은 각각 -1.0%, -0.8% 하락. 한미 관세 협상에서 대미 3,500억 달러 투자에 여전히 양국간 의견 차 보인 점이 지수 하방 압력으로 작용(미국 연 250억 vs. 한국 연 150억 달러 이하). 22일(현지시간) 미국 증시 하락, 한국 금통위의 기준금리 2.5% 동결, 엔화 약세 겹치면서 원/달러 환율은 1,440원대 상회한 점도 영향. 단기 환율 급등으로 인한 부담감에 외국인 코스피 순매도 이어짐 [미국] 전일 3대 증시 상승. 버블 붕괴 우려로 하락 이후 실적 시즌 기대감 반영되면서 다시 반등. 다음주 APEC에서 미중 회담이 확정되었다고 발표된 점도 투자심리 개선. 한편, 트럼프 행정부가 양자컴퓨터 기업들의 지분 인수를 검토한다는 소식이 보도되면서 이전 낙폭 컸던 양자컴퓨터 관련주(리게티컴퓨팅 +9.8%, 아이온큐 +7.1%) 큰폭 상승 한편, 인텔은 장 마감 이후 호실적 발표하면서 시간외 8%대 급등 현시점_251024.pdf",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33829
시황정보,,,Yuanta Morning Snapshot (2025.10.24),유안타증권,https://finance.naver.com/research/market_info_read.naver?nid=33830&page=1,"■ 시장 리뷰 & 코멘트 ▶ 한국 증시 코스피지수는 전장대비 38.12pt(-0.98%) 하락한 3,845.56pt에 마감. 전날 미국 증시의 약세와 한국은행의 기준금리 동결, 최근 급등에 따른 피로감을 보이며 하락 마감 ▶ 미국 증시 다우지수는 전장대비 144.20pt(+0.31%) 상승한 46,734.61pt에 마감.투자자들은 호실적을 발표한 기업들의 주식을 매수하며 시장을 끌어올림 ▶ 아시아 증시 닛케이지수는 전장대비 666.18pt(-1.35%) 하락한 48,641.61pt에 마감. 어드밴테스트와 도쿄일렉트론 등 대형 반도체 관련주로 매도가 번짐 상해종합지수는 전장대비 8.65pt(+0.22%) 상승한 3,922.41pt에 마감. 경기부양 기대에 따른 W자 장세를 보이면서 장마감을 앞두고 상승세를 보이면서 상승 마감 20251024071930517_0_ko.pdf",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33830
시황정보,,,[DS Defense Daily] 2025-10-24,DS투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33831&page=1,"트럼프-푸틴 정상회담 연기에 러시아, 핵훈련 실시 푸틴 러시아 대통령은 수요일에 미사일 발사 연습이 포함된 러시아의 전략 핵군 훈련을 지휘 이 훈련은 우크라이나에서 도널드 트럼프 미국 대통령과 계획된 정상회담이 보류된 가운데 이루어짐 크렘린궁은 모스크바 핵 3대 전력을 모두 포함하는 훈련의 일환으로 러시아 북서부 플레세츠크 발사 시설에서 야르스 대륙간 탄도 미사일을 시험 발사했고, 바렌츠해에서 잠수함을 통해 시네바 ICBM을 발사했다고 밝힘 Tu-95 전략 폭격기가 장거리 순항 미사일을 발사하는 훈련도 진행 푸틴 대통령은 이러한 작전이 사전에 계획되었다고 강조했지만, 이는 도널드 트럼프 대통령이 화요일에 푸틴 대통령과 부다페스트에서 신속하게 회담을 갖겠다는 계획을 ""시간 낭비""가 되지 않도록 보류한다고 밝힌 지 몇 시간 후에 나온 것 러 외무장관 라브로프는 화요일 발언에서 러시아가 우크라이나에서의 즉각적인 휴전에 반대한다는 입장을 분명히 함 251024_데일리 방산.pdf",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33831
시황정보,,,"마켓레이더(10월 24일, 오전)",신한투자증권,https://finance.naver.com/research/market_info_read.naver?nid=33832&page=1,"KOSPI는 2% 상승한 3,920p. 미중 갈등 해소와 반도체 실적 기대감에 또다시 신고가 경신 ▶ 미국 주식시장은 백악관 트럼프-시진핑 회담 공식 발표 소식에 미중 무역갈등 해소 기대. 인텔 호실적 발표 :S&P500 +0.6%, NASDAQ +0.9%, 필라델피아 반도체지수 +2.5%. 미중 갈등 해소와 반도체 실적 호조 :백악관, 10월 30일 트럼프-시진핑 APEC에서 양자회담 가질것이라 공식 발표. 미중 무역갈등 해소 기대감 :실적) 인텔(+3.4%, 시간외 +7.7%) 예상치 상회 실적 발표. 엔비디아 협력 기대감. 반도체 실적 호조 지속 ▶ KOSPI는 ①미중 갈등 해소 기대감과 ②인텔 호실적발 반도체 실적 기대감에 또다시 신고가 경신 :달리는 말 KOSPI. 10월 +12.3%. 근본 없는 상승 아닌 이익 기반 상승. 현재 12개월 선행 EPS 338p로 9월 이후 14.4%, 최근 1개월 8.5% 증가. 12개월 선행 PER 11.3배(신고가임에도 백분위 04년 이후 상위 11% ) :무엇이 올렸나= 반도체. 최근 1개월 12개월 선행 EPS 증가율 24.4%. 금일 50만닉스 장중 6% 이상 상승 :삼성전자, 애플향 모바일 D램 공급량 확대 요청.메모리 가격 상승 지속. 전닉 시총 합산 천조원 돌파 :마이크론이 HBM4 대량공급 위해선 재설계 필요하며 시장 공급 늦어진다는 전망도 경쟁 한국사 상승동력 :외국인, 기관 동반 KOSPI 현물 (외국인 오전 2,200억원 이상) 동반 순매수 재개. 연기금도 대규모 순매수 :업종별로 반도체, 2차전지, 기계(전력), 조선, 원전 금융지주, 지주 상승. 방산, 자동차, 음식료, 통신 하락 :원자력) 새로운 관세 협상 카드. MASGA(조선)만 있는 것 아님. MANUGA 협력 제한 검토 보도 :증권) 신고가 랠리 수혜 업종. 거래대금 증가 고객예탁금, 신용융자 잔고는 역대 최고치. 호실적 기대감 :10월 29일 SK하이닉스, MS, 알파벳 메타 실적. 10월 30일 아마존 애플 실적. 반도체 & 빅테크 실적 예정 :29일 한미 정상회담 30일 미중 정상회담 11월 1일 한중 회담. 경주에 모이는 우주의 기운. 모멘텀 작용 :정상회담 내용 및 기업 3분기 실적 주목. 금일 실적 일정) P&G (21시 30분) 신한투자증권 리서치 탐색기",25.10.24,2025-10-27 20:52:55,2025-10-27 20:52:55,33832
채권분석,,,Daily Bond Morning Brief(2025.07.30),다올투자증권,https://finance.naver.com/research/debenture_read.naver?nid=9660&page=11,"전일 국내 채권 시장 요약 - 금리방향: 하락(3Y), 하락(10Y) - 일드커브: 플래트닝 - 스프레드(bp): 국5/3 15.0 (0.0) 국10/3: 36.0 (-0.5) 국10/5: 21.0 (-0.5) 국30/10: -8.0 (0.8) 20250730_B_ktbsec3_4549.pdf",25.07.30,2025-10-27 20:53:09,2025-10-27 20:53:09,9660
경제분석,,,대폭 하향 조정 동반된 충격,신한투자증권,https://finance.naver.com/research/economy_read.naver?nid=12246&page=11,"직전 2개월 대규모 하향 속 비농가취업자 7.3만명 증가, 실업률 4.2% 상승 미국 7월 비농가취업자는 전월대비 7.3만명 늘며 컨센서스(+10.4만명)를 하회했다. 잠재 성장률 달성을 위한 필요 취업자 증가폭(10만명 초중반)도 밑돌았다. 심각한 문제는 과거 수치 조정이다. 직전 2개월 치가 25.8만명 하향 조정되면서 3개월 평균 고용 증가폭은 3.5만명 증가에 그친다. 가계 서베이 역시 후퇴됐다. 경제활동참가율이 62.2%로 소폭 하락한 가운데 실업률과 U-6(광의실업률)은 각각 4.2%, 7.9%로 0.1%p, 0.2%p 상승했다. 신한투자증권 리서치 탐색기",25.08.04,2025-10-27 20:53:10,2025-10-27 20:53:10,12246
산업분석,은행,,3분기도 실적과 CET 1 비율 모두 양호할 전망,하나증권,https://finance.naver.com/research/industry_read.naver?nid=41792&page=11,"전주 주요 뉴스 기사 정리 - 금융위, 생산적 금융 대전환 회의 개최. 1) 은행 신규 주담대 위험가중치 하한을 20%로 상향하고, 2) 주식은 원칙 400%, 예외 250%에서 원칙 250%, 예외 400%로 개선하며, 3) 위험가중치 100% 적용이 가능한 정책목적 펀드 특례 요건을 명확화 - 150조원 규모의 국민성장펀드 올해 연말까지 10조원 규모 우선 출범. 민간자금 75조원 미리 끌어모으지 않고 투자대상이 결정될때마다 일정 비율로 출자되는 풀매칭 방식으로 투입되며 기업형 벤쳐캐피털 규제 완화 등 다양한 인센티브도 검토 중 - 정치권이 저소득층의 고금리 부담을 덜어주기 위한 서민금융안정기금 신설법을 발의. 서민금융대출의 금리가 너무 높다는 지적이 나온 후 정책에 속도가 붙는 모양새. 출연요율 현행 유지에 금융사 추가 부담이 없지만 언제든 인상 가능성 열려 있어 - 대통령은 지방은행이 제 역할을 하지 못하고 있다고 지적. 정책금융 이자를 지방에 더 낮게 해줘 지방에서 주택 구매시 서울·수도권보다 금리를 낮게 하는 방안 등을 검토해 달라고 금융당국에 주문. 점점 영향력이 줄어드는 지방은행들의 활성화 강조 Bank_Weekly_20250922.pdf",25.09.22,2025-10-27 20:53:11,2025-10-27 20:53:11,41792
종목분석,,크래프톤,"좋은 실적을 기대, 떨어지는 실적을 걱정",유진투자증권,https://finance.naver.com/research/company_read.naver?nid=86744&page=11,"- 3분기 매출액 8,679억원(+21%yoy), 영업이익 3,805억원(+17%yoy)으로 컨센서스(3,561억원) 상회할 전망 - PC부문(3,192억원)은 3분기 펍지 트래픽(68.5만명)이 지난 1, 2분기(각각 74.9만명, 73.5만명) 대비 감소했음에도 불구하고 7월 에스파, 8월 부가티, 9월 GD 등 연이은 대형 콜라보 효과로 호실적을 기록할 전망 - 모바일부문(4,980억원)에서는 모바일펍지와 BGMI의 양호한 성장률이 지속되는 가운데, 3분기 슈퍼카 및 유명 애니메이션 콜라보를 진행한 중국 지역 매출 상승 기여도가 큰 것으로 파악됨 - 비용에서는 주가 하락으로 인해 감소한 주식보상비용을 제외한 전반의 비용 상승이 예상됨(인력 충원으로 인한 인건비 증가, 외주개발비 및 PNC 개최로 인한 지급수수료 증가 등). 또한 3분기부터는 지난 4월 인수한 넵튠의 실적도 연결 반영될 예정. 넵튠의 3분기 매출액과 영업이익 기여도는 각각 330억, 20억원 수준 - 하반기 동사의 부진한 주가는 신작 부재와 펍지 트래픽 감소에 기인함. 내년도 신작으로 '서브노티카2'와 '팰월드 모바일' 등이 있으나, 출시 일정이 가시화되기 까진 시간이 소요될 전망. 또한 지난 11일 출시된 EA의 FPS '배틀필드6'는 출시 직후 스팀 최고 동접자 74.7만명을 기록하는 등 좋은 성과를 이어가고 있어 4분기 PC배그 트래픽에 부정적인 영향이 예상됨. 이에 4분기 및 내년도 실적 추정치를 하향하고 목표주가 또한 기존 51만원에서 46만원으로 하향함 20251014_259960_uihoon0607_367.pdf",25.10.14,2025-10-27 20:53:12,2025-10-27 20:53:12,86744
